227,849,263,840,280,874,167,123,0
247,698,277,698,268,725,153,122,15
114,640,144,662,82,673,110,88,1
114,640,129,608,144,662,92,80,5
902,10,813,9,800,1,191,110,0
827,46,813,9,902,10,193,113,0
752,123,814,119,750,136,215,160,95
752,123,791,92,814,119,204,128,21
748,119,752,123,750,136,228,196,164
752,123,748,119,791,92,203,127,19
813,9,802,44,800,1,192,112,0
802,44,813,9,827,46,194,115,0
1008,218,1011,163,1010,260,223,160,90
980,54,934,64,978,38,201,137,73
934,64,902,10,978,38,194,119,22
1005,145,1008,117,1018,112,227,203,192
1008,117,1005,145,964,139,220,182,156
966,83,1008,117,964,139,228,206,195
1008,117,966,83,1000,78,230,211,202
1008,117,1010,84,1018,112,228,208,200
1010,84,1008,117,1000,78,227,207,198
984,375,983,359,997,386,72,90,84
1001,399,984,375,997,386,17,44,37
941,399,984,375,1001,399,58,92,84
958,342,941,399,939,337,187,179,184
983,359,958,342,1007,321,119,127,132
958,342,984,375,941,399,172,157,150
984,375,958,342,983,359,127,126,125
959,278,958,342,939,337,173,151,144
909,475,907,518,874,487,34,67,58
867,481,909,475,874,487,31,55,45
907,518,909,475,931,522,32,59,50
909,475,867,481,893,405,35,69,59
909,475,966,511,931,522,35,69,60
994,435,941,399,1001,399,30,70,62
830,400,845,390,840,427,187,185,185
839,361,865,339,881,366,170,157,156
925,328,865,339,908,286,169,147,137
925,328,959,278,939,337,167,136,120
959,278,925,328,908,286,202,166,136
881,366,925,328,939,337,185,188,201
865,339,925,328,881,366,185,187,198
1007,321,963,277,1010,260,182,150,117
958,342,963,277,1007,321,165,152,149
963,277,958,342,959,278,191,165,149
930,249,918,250,939,234,228,173,118
612,478,631,524,578,478,43,74,62
734,542,728,500,789,535,30,57,49
699,579,673,544,720,556,79,72,1
725,589,699,579,720,556,88,74,1
555,469,556,485,522,480,70,93,80
624,314,655,363,641,369,183,184,192
674,381,720,367,717,408,151,139,136
720,367,674,381,675,377,151,140,136
578,478,570,478,584,438,145,159,163
570,478,555,469,584,438,156,170,177
556,485,570,478,578,478,63,84,70
570,478,556,485,555,469,68,91,80
